,authors,citation_count,article_count
11238,"van Velsen, L",8,3
1187,"Bradway, M",8,5
3415,"Giorgi, I",8,8
4306,"Häyrinen, K",8,1
4677,"Kaipio, J",8,4
1077,"Borch, N",8,1
7574,"Pedersen, S",8,4
7251,"Olakotan, O",8,1
1983,"Cruz, J",8,3
7575,"Pedrera, M",8,3
930,"Billis, A",8,8
1924,"Costa, C",8,17
7332,"Ostengen, G",8,1
7211,"Odeh, M",8,2
7550,"Paviot, B",8,2
8312,"Rigby, M",8,15
10234,"Uribe, G",8,3
7842,"Pole, P",8,1
2189,"Deleris, L",8,3
3665,"Gründner, J",8,1
1340,"Buchan, I",8,4
9942,"Thye, J",8,2
2979,"Forsman, J",8,1
6739,"Morelli, J",8,3
1348,"Bucur, A",8,2
8084,"Raetzo, M",8,2
1734,"Chiesa, S",8,2
2921,"Firnkorn, D",8,4
6779,"Mottaz, A",8,4
8632,"Salanterä, S",8,6
6795,"Moustakis, V",8,3
1765,"Chomutare, T",8,3
2997,"Foufi, V",8,3
6823,"Mulligan, N",8,3
783,"Benis, A",8,3
5521,"Lasbleiz, J",8,6
5509,"Lardon, J",8,4
8333,"Risberg, M",8,1
798,"Benzenine, E",8,2
5464,"Lamas, E",8,2
9979,"Toddenroth, D",8,6
2764,"Falkenhav, M",8,1
6674,"Moen, A",8,6
717,"Bediang, G",8,4
6319,"Mascia, C",8,4
3228,"García-Gómez, J",8,6
9774,"Tamburis, O",8,5
3658,"Gruhl, M",8,2
11092,"Zimmerman, K",8,1
5891,"Lopez, D",8,6
419,"Askari, M",8,6
428,"Atalag, K",8,1
5831,"Liu, J",8,4
11099,"Zini, E",8,2
1658,"Chao, C",8,2
9769,"Talmon, J",8,13
1381,"Burkow, T",8,1
3083,"Frutos, E",8,3
9845,"Tempero, E",8,1
5786,"Lind, M",8,1
11107,"Zoch, M",8,3
8553,"Rutherford, M",8,1
3056,"Frexia, F",8,4
3808,"Hagström, J",8,2
6593,"Mihalas, G",8,20
3631,"Griffith, J",8,7
8274,"Ricci, F",8,16
241,"Alzate, C",8,1
6083,"Maglaveras, N",8,10
6104,"Mair, F",8,2
10013,"Topaloglu, U",8,1
5271,"Krogstad, T",8,1
3553,"Goud, R",8,2
2739,"Ezat Wan Puteh, S",8,1
10046,"Toussi, M",8,2
4229,"Hovenga, E",8,2
5333,"Kumar, K",8,1
5295,"Kuan, C",8,2
8723,"Sariyar, M",8,10
1862,"Cohen, R",8,2
7084,"Nilsson, G",8,3
1824,"Claerhout, B",8,3
6035,"Mac Aonghusa, P",8,2
874,"Bettencourt-Silva, J",8,3
2574,"Eghdam, A",8,1
1219,"Bredegaard, K",8,1
9317,"Smørdal, O",7,1
3768,"Haar, M",7,1
3644,"Grittner, D",7,1
9855,"Teoman, A",7,2
3382,"Gierschner, C",7,1
2037,"Dalainas, I",7,5
2138,"De Moor, G",7,5
3387,"Gigante, G",7,4
4617,"Jouhet, V",7,6
9524,"Stenico, M",7,1
3781,"Habli, I",7,7
3529,"Goossen, W",7,3
2530,"Dziuballe, P",7,2
1684,"Chatzikyriakou, R",7,3
9306,"Smith, M",7,6
10308,"Van Soest, J",7,1
3767,"Haage, B",7,1
3531,"Gordon, C",7,4
2078,"Darms, J",7,2
2498,"Dupuch, M",7,4
2511,"Dusserre, L",7,4
4710,"Kalogianni, K",7,1
10571,"Wagner, M",7,2
3417,"Giorgino, T",7,2
3680,"Guergachi, A",7,6
10291,"Van Der Zwan, E",7,2
4248,"Hu, G",7,4
4694,"Kaldis, V",7,3
9092,"Shalan, A",7,1
3211,"Garcia Rojo, M",7,1
10625,"Warnecke, T",7,2
10716,"Westenskow, D",7,1
3745,"Görges, M",7,1
1892,"Cools, H",7,1
9779,"Tanaka, H",7,3
4230,"Hovsto, A",7,2
4721,"Kamann, C",7,2
2105,"Davoody, N",7,2
9577,"Strang, W",7,1
9483,"Stathakarou, N",7,4
4073,"Herre, H",7,2
2184,"Delaney, B",7,4
2818,"Feltens, P",7,1
9413,"Sperrin, M",7,1
4326,"Hübner-Bloder, G",7,4
2432,"Drenkhahn, C",7,5
1528,"Caputo, B",7,5
4121,"Hingorani, A",7,1
1320,"Bruun-Rasmussen, M",7,6
4111,"Hill, C",7,1
2290,"Dias, A",7,5
10154,"Tuppin, P",7,1
4423,"Islind, A",7,3
9927,"Thompson, A",7,1
1586,"Castillo, C",7,3
4024,"Hemingway, H",7,1
9964,"Timmis, A",7,1
1792,"Chronaki, C",7,14
1805,"Cichosz, S",7,3
2757,"Falavigna, D",7,1
2350,"Dixon, W",7,2
3323,"Georgii-Hemming, P",7,1
2766,"Fallah, M",7,1
2435,"Dresing, K",7,2
9924,"Thomas, S",7,3
9872,"Tew, G",7,1
10333,"Vargas, A",7,1
3855,"Handels, H",7,12
2999,"Fournel, I",7,1
3401,"Gilstad, H",7,4
2187,"Delbecque, T",7,1
3619,"Gretter, R",7,1
2460,"Ducloux, P",7,1
9677,"Suzuki, A",7,3
4156,"Hoerbst, A",7,7
2980,"Forssen, H",7,1
3938,"Hattori, A",7,3
2478,"Dui, L",7,2
3439,"Glachs, D",7,2
2957,"Fluck, J",7,3
9708,"Sylvestre, E",7,4
1347,"Buckow, K",7,3
9591,"Strohmeier, F",7,2
2932,"Fitzpatrick, N",7,1
9719,"Sáez, C",7,4
10477,"Vincent, M",7,4
4461,"Jahn, F",7,8
9289,"Slodkowska, J",7,1
3814,"Haida, K",7,3
8307,"Riesmeier, J",7,4
8324,"Rinner, C",7,5
6927,"Namer, F",7,2
6402,"McBeth, J",7,2
95,"Ahlfeldt, R",7,1
5129,"Konstantinidis, E",7,3
6928,"Namli, T",7,2
89,"Agutter, J",7,1
8480,"Rossille, D",7,5
4908,"Keshavjee, K",7,7
5829,"Liu, D",7,1
6772,"Moskal, L",7,1
112,"Aimé, X",7,5
182,"Alexander, D",7,3
4885,"Kemps, H",7,1
11216,"van Dommelen, P",7,3
8745,"Saunier, S",7,3
7897,"Pouliquen, B",7,5
6947,"Nasseh, D",7,2
6727,"Mora, S",7,5
7070,"Nijsten, B",7,1
4844,"Katsuki, T",7,3
433,"Atinault, A",7,1
511,"Bagayoko, C",7,3
4838,"Katsahian, S",7,3
8935,"Schwarzinger, M",7,1
818,"Bergmann, J",7,4
5860,"Loewen, L",7,1
5842,"Liyanage, H",7,5
6873,"Müller, F",7,3
8425,"Rojas, E",7,3
11053,"Zhang, L",7,3
504,"Badrick, E",7,1
11157,"de Bont, A",7,1
7285,"Ono, M",7,3
5072,"Kohler, M",7,3
8063,"Quinzio, L",7,3
5511,"Larizza, C",7,6
8040,Qualidiab Group,7,1
10835,"Wu, D",7,1
5001,"Klein, G",7,7
8051,"Quentin-Trautvetter, J",7,1
879,"Beuscart, J",7,9
938,"Binquet, C",7,1
7169,"Nyström, M",7,5
5554,"Lavigne, M",7,1
7489,"Parra Calderón, C",7,3
7216,"Oehm, J",7,4
6115,"Makino, M",7,3
9014,"Sem, I",7,1
5716,"Lewi, M",7,2
28,"Abdulrahman, A",7,1
5706,"Leutner, L",7,1
7674,"Petherick, E",7,1
691,"Bayat, S",7,4
5696,"Lesselroth, B",7,9
707,"Beck, P",7,4
537,"Balas, A",7,2
7646,"Persson, A",7,1
899,"Bhattacharyya, S",7,6
7524,"Patel, R",7,2
49,"Accardo, A",7,5
7947,"Prior, F",7,5
7645,"Persoon, L",7,1
7664,"Petersen, F",7,1
877,"Beukenhorst, A",7,2
6188,"Maramis, C",7,3
676,"Baum, B",7,2
7493,"Parra-Calderón, C",7,8
7685,"Petropoulou, S",7,3
480,"Azzini, I",7,1
8372,"Robu, I",7,1
5776,"Limburg, M",7,2
5662,"Lemieux-Charles, L",7,2
11189,"de Vasconcelos Filho, J",6,2
8495,"Rottscheit, C",6,1
1841,"Clemente, F",6,3
2608,"Eklund, B",6,1
2639,"Ellingsen, G",6,12
2772,"Fang, Y",6,2
1846,"Closs, S",6,1
9982,"Toft, E",6,1
6449,"Mehrabi, M",6,1
2609,"Eklund, P",6,5
6960,"Naziyok, T",6,2
5435,"Lafitte, C",6,1
9980,"Todorovic, M",6,1
1799,"Chyou, P",6,1
5431,"Lada, M",6,1
5914,"Loudon, G",6,1
236,"Alvarez-Romero, C",6,1
10698,"Weng, C",6,6
9570,"Storf, H",6,7
6379,"Mayer, A",6,1
9350,"Solomonides, T",6,2
6872,"Müller, D",6,7
3249,"Garvey, A",6,1
5314,"Kukafka, R",6,1
2672,"Englund, S",6,1
9750,"Tagliabue, A",6,1
4160,"Hoffmann, I",6,3
9335,"Soininen, L",6,1
6932,"Nanni, O",6,1
3224,"García, M",6,1
10040,"Tournebize, O",6,2
4165,"Hofmann, D",6,1
10893,"Yamamoto, Y",6,2
4107,"Hilbey, J",6,5
3304,"Gencturk, M",6,2
261,"Ammar, N",6,2
11183,"de Oliveira, J",6,2
3310,"Gentili, N",6,1
1290,"Brown, D",6,1
6955,"Navarro, G",6,1
9759,"Takahashi, D",6,2
6887,"N'Dja, A",6,1
5442,"Lagoze, C",6,2
3888,"Hardiker, N",6,4
6744,"Moreno-Conde, A",6,5
738,"Beisig, A",6,1
6491,"Meloni, V",6,2
2958,"Flynn, A",6,2
11098,"Zingg, A",6,1
8101,"Raineri, M",6,1
2983,"Forster, C",6,1
8122,"Ramakrishnan, S",6,3
3140,"Gabetta, M",6,4
9873,"Texier, G",6,2
6493,"Mels, G",6,1
9870,"Testoni, S",6,1
6579,"Michie, S",6,1
6496,"Meneghini, A",6,1
5815,"Lippert, S",6,2
3031,"Franklin, A",6,1
9468,"Stanimirovic, D",6,2
3872,"Hansman, A",6,1
6576,"Michelidou, S",6,1
6499,"Meng, G",6,2
1689,"Chaudet, H",6,2
9481,"Starren, J",6,1
6557,"Meynard, J",6,2
10961,"Yu, Y",6,12
3067,"Friedman, C",6,2
9844,"Temmerman, R",6,1
395,"Arredondo, M",6,1
3073,"Frize, M",6,1
3161,"Gal, N",6,3
10478,"Vingtoft, S",6,6
1791,"Christopoulos, C",6,1
8056,"Queyriaux, B",6,2
3201,"Ganslmayer, M",6,1
6859,"Myneni, S",6,2
5839,"Livina, V",6,1
11159,"de Bruijne, M",6,2
8197,"Refuerzo, J",6,1
9956,"Tilahun, B",6,2
8035,"Qiu, Z",6,1
5500,"Lanzola, G",6,5
9407,"Spat, S",6,2
8053,"Quesada-Martínez, M",6,2
2855,"Ferraris, C",6,1
306,"Andrei, D",6,2
11150,"da Silva Junior, G",6,2
3991,"Hein, A",6,7
5816,"Lipprandt, M",6,8
8637,"Salehi, E",6,1
8636,"Salehi, A",6,1
3731,"Gómez De La Camara, A",6,1
8066,"Quiros, V",6,3
10932,"Yildirim, K",6,5
6780,"Mottin, L",6,4
1337,"Bucalo, M",6,4
3194,"Ganguly, D",6,1
2917,"Finnerty, A",6,1
3169,"Gall, W",6,3
9534,"Stergiopoulou, A",6,1
5611,"Lee, E",6,6
323,"Anguita, A",6,2
6982,"Nemeş, D",6,1
11195,"del Hoyo-Barbolla, E",6,1
1485,"Camacho Rodriguez, J",6,1
1159,"Boutin, J",6,2
10217,"Ulliac-Sagnes, N",6,1
2288,"Diallo, G",6,4
7319,"Ortega, M",6,1
7798,"Plagwitz, L",6,9
2320,"Dimitrellos, E",6,1
2330,"Dinesen, B",6,1
4995,"Klausen, A",6,3
4998,"Klecun, E",6,1
1152,"Bourriez, J",6,1
6250,"Marques, M",6,1
1156,"Boussadi, A",6,4
2145,"De Schepper, K",6,2
2352,"Djadi-Prat, J",6,1
603,"Barkan, R",6,1
1161,"Bouzelat, H",6,1
2387,"Donkers, J",6,2
2392,"Dorda, W",6,3
7816,"Ploner, N",6,1
601,"Barh, A",6,1
4372,"Imarisio, A",6,1
2132,"De Lusignan, S",6,2
1562,"Carter, L",6,1
7823,"Poblador-Plou, B",6,1
4796,"Karlsen, R",6,3
2454,"Dubois, S",6,1
4367,"Iltanen, K",6,1
589,"Barbarini, N",6,3
8411,"Rogith, D",6,1
7372,"Pacheco, E",6,1
10341,"Varpa, K",6,2
4612,"Jortveit, J",6,1
4611,"Jormanainen, V",6,8
54,"Acharya, A",6,1
4837,"Katostaras, T",6,1
7492,"Parra-Calderon, C",6,1
10590,"Walls, R",6,1
564,"Banach, A",6,2
9641,"Sulis, A",6,2
4821,"Kashfi, H",6,3
529,"Bakhshi-Raiez, F",6,2
1542,"Cariou, M",6,1
4877,"Keim, E",6,2
2161,"Defebvre, L",6,1
1121,"Botteri, F",6,1
6095,"Mahnke, A",6,1
8394,"Rodriguez-Gonzalez, A",6,1
4619,"Joukes, E",6,2
4622,"Joutsijoki, H",6,1
7721,"Picavet, M",6,3
8319,"Rinaldi, E",6,2
3495,"Gomes, R",6,2
2069,"Danilov, G",6,9
6061,"Madan, S",6,2
9116,"Shen, S",6,1
4934,"Kiefer, S",6,4
9253,"Sippel, H",6,1
7226,"Ogungbemile, A",6,1
2127,"De La Peña, S",6,1
10295,"Van Eldik, A",6,1
1575,"Caspi, R",6,1
5970,"Lundin, J",6,2
5198,"Koutkias, V",6,4
7930,"Pretschner, D",6,3
7593,"Pellegrin, L",6,2
9291,"Slonim, N",6,3
10092,"Trombert Paviot, B",6,5
1049,"Boisvert, P",6,2
8449,"Roos-Blom, M",6,3
7021,"Ngouongo, S",6,4
4247,"Hsueh, P",6,6
7598,"Peltonen, L",6,9
1397,"Butta, R",6,1
9073,"Sfakianakis, S",6,2
10612,"Wang, X",6,3
5233,"Kramer, F",6,9
1232,"Brenner, A",6,6
9300,"Smith, A",6,2
7955,"Proeve, J",6,1
9656,"Sundvall, E",6,3
5253,"Kremer, L",6,4
1237,"Breton, M",6,2
1066,"Boninsegna, R",6,1
224,"Alpay, L",6,3
10068,"Trentani, C",6,1
7617,"Pereira, H",6,1
6293,"Martsoukou, M",6,1
9655,"Sundgren, M",6,1
11004,"Zanetti, G",6,2
1907,"Cornford, T",6,1
606,"Barkhof, F",6,1
10379,"Velentza, A",6,1
5071,"Kohler, F",6,8
942,"Birbas, K",6,2
6281,"Martinez-Costa, C",6,3
7187,"Nădăşan, E",6,1
8348,"Rizzato Lede, D",6,8
5998,"Lyttkens, L",6,1
9704,"Sykes, A",6,1
1194,"Brand Persson, K",6,1
4310,"Hæsum, L",6,2
8856,"Schnall, R",6,3
9011,"Selvaraj, S",6,1
7138,"Notea, A",6,1
7135,"Norris, E",6,1
8867,"Schober, D",6,1
7115,"Nohama, P",6,2
184,"Alexander, N",6,1
2103,"Davis, R",6,2
9269,"Skarmoutsou, N",6,1
922,"Bild, R",6,3
6282,"Martinez-Garcia, A",6,1
411,"Asfari, H",5,3
8352,"Rob, M",5,1
3135,"G Priori, S",5,1
10514,"Vogt, L",5,1
3086,"Fröschl, K",5,1
10515,"Voigt, K",5,1
9819,"Tayalati, F",5,1
8349,"Rizzi, F",5,2
6511,"Menárguez-Tortosa, M",5,5
474,"Azevedo, A",5,1
8343,"Rivera-Romero, O",5,6
9680,"Suárez-Mejías, C",5,3
6345,"Mathews, A",5,1
476,"Aziz, A",5,1
8280,"Richard, M",5,3
3317,"George, R",5,3
6308,"Marwede, D",5,3
3362,"Giacobbe, D",5,3
457,"Avery, A",5,1
6302,"Martínez-García, A",5,3
1573,"Caskey, F",5,1
3378,"Gibert, K",5,4
6405,"McClatchey, R",5,2
437,"Attias, M",5,3
6417,"McGee-Lennon, M",5,1
3215,"Garcia, N",5,2
8297,"Riedmann, D",5,1
420,"Aslani, A",5,1
6271,"Martin, L",5,1
9697,"Swoboda, W",5,6
3329,"Gerdes, M",5,5
3197,"Ganser, A",5,1
512,"Bagha, M",5,1
10570,"Wagner, J",5,2
3184,"Gamhewage, G",5,4
517,"Bahulekar, N",5,1
521,"Bailey, J",5,1
8193,"Rees, M",5,1
10572,"Wagner, T",5,4
530,"Bakken, S",5,2
10574,"Wahner-Roedler, D",5,2
6525,"Merlin, B",5,1
4726,"Kaminker, D",5,4
399,"Artes, P",5,2
11262,"van der Kooij, J",5,1
10209,"Ueckert, F",5,3
7300,"Orel, A",5,6
2347,"Dixon, D",5,1
2348,"Dixon, M",5,1
1961,"Creswick, N",5,2
1945,"Cox, J",5,2
2395,"Dormann, H",5,1
2399,"Dorronzoro Zubiete, E",5,1
2425,"Drake, J",5,1
142,"Al-Alshikh, A",5,1
7822,"Pobiruchin, M",5,4
7215,"Odou, P",5,3
1921,"Cossin, S",5,3
7852,"Pompilio-Weitzner, G",5,1
7191,"O'Donnell, K",5,1
7190,"O'Connor, S",5,1
2472,"Dugas, E",5,1
7141,"Nouri, R",5,1
10386,"Velupillai, S",5,3
2481,"Dumesnil, C",5,1
196,"Ali, S",5,2
11207,"van Beek, L",5,1
1891,"Conti, C",5,2
10104,"Trouessin, G",5,2
1888,"Consorti, F",5,8
10099,"Troncoso-Pastoriza, J",5,3
208,"Allouch, S",5,2
7369,PSIP consortium,5,1
2240,"Deserno, T",5,12
1875,"Colombet, I",5,5
2238,"Descalzo, J",5,5
7610,"Penzel, T",5,2
7641,"Perri, M",5,1
7591,"Peleska, J",5,5
7657,"Peter, J",5,1
2114,"De Bruijn, B",5,2
10276,"Vallée, J",5,1
7678,"Petković, M",5,4
2154,"Decaudin, B",5,3
11284,"von Jan, U",5,5
10320,"Vander Stichele, R",5,3
7520,"Patapovas, A",5,2
2179,"Del Rio, M",5,1
10326,"Vanthomme, K",5,1
10328,"Varalakshmi, P",5,2
63,"Adams, S",5,1
2014,"Cusi, D",5,2
2193,"Delgado-Lista, J",5,1
2012,"Cusack, M",5,1
2202,"Delussu, G",5,1
7708,"Pfuhl, G",5,2
10243,"Utunen, H",5,5
2211,"Demski, H",5,2
7716,"Philpott, D",5,1
7728,"Pieber, T",5,3
7414,"Pan, Y",5,2
7408,"Palojoki, S",5,3
1996,"Cui, W",5,6
214,"Almeida, J",5,6
10079,"Trifan, A",5,2
6550,"Meyer, P",5,3
2807,"Fechner, M",5,2
6820,"Mulet-Parada, M",5,1
11147,"Zünd, G",5,1
2916,"Finley, G",5,1
10472,"Villumsen, S",5,6
2918,"Finozzi, E",5,3
10473,"Vimarlund, V",5,3
8068,"Raban, M",5,1
9912,"Thijssing, L",5,2
11144,"Zwetsloot-Schonk, B",5,1
9908,"Thienthong, S",5,1
327,"Annicchiarico, R",5,2
6722,"Montgomery, A",5,1
10485,"Virone, C",5,1
8104,"Raisaro, J",5,7
358,"Arafah, H",5,1
359,"Aragon Garcia, R",5,1
8127,"Rampton, J",5,1
9874,"Texier, N",5,3
8144,"Rapisarda, R",5,4
3023,"Frandji, B",5,2
9863,"Terriza, A",5,2
3040,"Fraser, K",5,1
3041,"Frattura, L",5,3
6572,"Michel, P",5,3
3057,"Frey, A",5,1
3059,"Frey, U",5,1
1680,"Chatwin, C",5,1
285,"Andersen, B",5,2
6860,"Mäkelä-Bengs, P",5,2
10406,"Verhoef, J",5,2
2786,"Farrington, K",5,1
218,"Almutairi, M",5,1
7965,"Provost, M",5,1
11191,"de Witte, T",5,1
226,"Alseghayyir, R",5,1
1858,"Cohen, G",5,5
6963,"Ndiaye, N",5,2
2652,"Emery, K",5,1
10043,"Toussaint, G",5,1
6953,"Natsiavas, P",5,15
2658,"Endel, G",5,1
7987,"Pugliese, F",5,2
1825,"Claes, M",5,2
2680,"Ercia, A",5,1
2697,"Erturkmen, G",5,2
2701,"Eschmann, E",5,1
6936,"Napolitano, C",5,1
10004,"Tommasi, P",5,3
254,"Amendolia, S",5,1
2749,"Faessler, E",5,1
11172,"de Jong-Fintelman, M",5,1
6903,"Nagle, L",5,1
9657,"Suner, A",5,3
6880,"Müller-Tidow, C",5,1
11168,"de Graaf, A",5,1
2780,"Fargo, J",5,1
6871,"Müller, C",5,2
6869,"Møller-Jensen, J",5,1
8364,"Robins, D",5,1
9019,"Senathirajah, Y",5,5
5299,"Kudo, M",5,1
5798,"Lindroth, T",5,1
4985,"Kivekäs, E",5,5
1407,"Byrne, T",5,1
9512,"Steineck, G",5,1
4994,"Klasen, J",5,2
5485,"Landro, M",5,1
10962,"Yuan, C",5,2
10746,"Wiggers, A",5,1
5496,"Langer, T",5,1
4019,"Helm, E",5,2
5182,"Koufi, V",5,7
5160,"Koseki, A",5,1
1396,"Butt, Z",5,3
5498,"Langnickel, L",5,1
1212,"Braun, L",5,3
3811,"Hahn, T",5,1
5733,"Lianas, L",5,1
3817,"Hains, I",5,2
9275,"Skipenes, E",5,3
9494,"Stede, M",5,1
8857,"Schneemann, M",5,1
5724,"Li, L",5,2
678,"Baum, R",5,1
4257,"Hubaux, J",5,3
1253,"Brignone, E",5,1
9292,"Sluis, M",5,1
1293,"Brown, S",5,3
5892,"Lopez, E",5,2
10622,"Waring, J",5,1
4935,"Kiel, A",5,2
5395,"Kyriazis, D",5,4
9376,"Sont, J",5,1
3959,"Hayn, D",5,6
10984,"Zaghir, J",5,9
4477,"James, A",5,4
652,"Bath, P",5,3
897,"Bezy, J",5,1
8963,"Scott, P",5,6
10832,"Wright, G",5,3
10898,"Yanagiya, R",5,1
9539,"Stewart, S",5,2
4958,"Kimura, E",5,6
4046,"Henriksson, A",5,3
5444,"Lahdenne, P",5,2
4970,"Kirchner, M",5,1
670,"Bauer, C",5,3
4043,"Henriksen, A",5,9
3849,"Hamon, T",5,6
4414,"Ishihara, K",5,4
641,"Bassetti, M",5,3
9272,"Skeppstedt, M",5,1
5558,"Lawrence, A",5,1
3981,"Hehlmann, R",5,1
1359,"Bukowski, R",5,1
9445,"Sriraj, W",5,1
4303,"Hänninen-Ervasti, R",5,1
10670,"Weiler, G",5,2
8890,"Schreier, G",5,8
5083,"Kokkinakis, D",5,6
1356,"Buffa, F",5,1
10739,"Wiesenauer, M",5,1
3970,"Hederman, L",5,4
10738,"Wierenga, P",5,1
4342,"Idnay, B",5,2
4332,"Iannella, R",5,2
4330,"Iakovidis, D",5,5
1188,"Brady, M",5,1
8607,"Saeedi, M",5,1
8620,"Saka, O",5,4
3966,"Heaney, M",5,1
5635,"Lehnbom, E",5,1
5626,"Lefranc, H",5,1
3913,"Harvey, J",5,1
8860,"Schneider, G",5,4
3850,"Hampers, L",5,1
8599,"Sadan, B",5,1
5526,"Laszczyńska, O",5,1
5719,"Li, B",5,1
713,"Becker, M",5,2
1377,"Burggraeve, P",5,2
3876,"Hanzlicek, P",5,4
8579,"Rüping, S",5,1
8932,"Schwarz, J",5,3
9460,"Stamatopoulos, K",5,4
8660,"Salzsieder, E",5,1
724,"Beeler, P",5,1
5038,"Knowles, S",5,1
9452,"Staemmler, M",5,4
4289,"Hussein, R",5,9
9411,"Speranza, C",5,4
1367,"Bunde, A",5,1
9232,"Simonsen, J",5,3
5683,"Leprovost, D",5,2
10728,"Whitlock, T",5,1
4290,"Hussini, S",5,1
1173,"Boye, N",5,2
3908,"Hartmann, B",5,2
4097,"Hibberd, R",5,1
557,"Balvet, A",5,1
1229,"Brender, J",5,9
1494,"Campillo, B",5,1
4673,"Kahn, C",5,4
6031,"Maas, R",5,2
8419,"Rohm, K",5,2
592,"Barber, N",5,1
9336,"Sojer, R",5,1
4649,"Jury, F",5,1
9110,"Shaw, T",5,1
5312,"Kuiper, R",5,1
6007,"López Osornio, A",5,3
10704,"Wens, J",5,1
4636,"Jung, M",5,1
4145,"Hochhaus, A",5,1
5282,"Krug, U",5,1
1030,"Boehm, A",5,1
9016,"Semeraro, D",5,1
4618,"Jouini, W",5,1
8777,"Schabetsberger, T",5,6
5968,"Lundholm Fors, K",5,1
857,"Bertaud, V",5,3
5959,"Lund Pedersen, I",5,1
4599,"Jonckheer, P",5,2
8398,"Rodríguez Suárez, G",5,1
8395,"Rodriguez-Loya, S",5,1
8778,"Schachner, B",5,5
3533,"Gore, S",5,1
9067,"Severo, M",5,1
10799,"Woldaregay, A",5,2
9078,"Shachak, A",5,4
9652,"Sun, Y",5,1
876,"Betts, H",5,3
4696,"Kalhori, S",5,1
9651,"Sun, X",5,2
4754,"Kantelhardt, J",5,1
6108,"Majeed, A",5,4
872,"Betrancourt, M",5,1
8762,"Sax, U",5,5
4193,"Holz, C",5,1
10591,"Walseth, O",5,2
3518,"González, C",5,5
4760,"Kaplan, V",5,1
4777,"Karakülah, G",5,3
3530,"Goossen-Baremans, A",5,1
9325,"Sofean, M",5,1
4779,"Karamanidou, C",5,3
9034,"Seppälä, A",5,2
4166,"Hofmann, W",5,1
5275,"Kroll, B",5,1
1097,"Bosca, D",5,1
850,"Berntsen, G",5,3
4584,"Johansson, B",5,2
5924,"Louws, M",5,1
5362,"Kuroda, J",5,1
5941,"Ludwig, W",5,3
3653,"Grote, L",5,1
4865,"Kaya, R",5,1
5384,"Kvist, M",5,3
4543,"Jeon, E",5,4
10694,"Weltermann, A",5,1
4538,"Jensen, M",5,8
1125,"Bouamrane, M",5,2
3673,"Guardia, A",5,1
838,"Bernardi, M",5,1
4905,"Kerren, A",5,1
1275,"Brody, R",5,1
9158,"Shortliffe, E",5,1
5245,"Krebs, M",5,2
9130,"Shifrin, M",5,11
4513,"Jauer, M",5,1
4238,"Hronsky, M",5,1
8473,"Rosset, A",5,1
9009,"Selter, L",5,1
8463,"Rosenau, L",5,2
4588,"Johner, C",5,1
9140,"Shin, E",5,3
3652,"Grossmann, W",5,2
4912,"Keszthelyi, D",5,3
6998,"Neuhäuser, M",4,1
5222,"Kraaij, W",4,1
4244,"Hsu, M",4,1
2475,"Duguay, C",4,1
9311,"Smola, S",4,1
9302,"Smith, C",4,2
5131,"Kontogiannis, V",4,1
7165,"Nyheim, B",4,1
2586,"Ehrsam, J",4,4
7968,"Prud'Hommeaux, E",4,1
10090,"Troccaz, J",4,1
5239,"Krause, G",4,1
8845,"Schmidt, T",4,4
2610,"Ekstedt, M",4,1
6995,"Neubauer, T",4,2
8788,"Schaupp, L",4,1
9282,"Skrøvseth, S",4,2
7086,"Nilsson, L",4,2
2589,"Eichelberg, M",4,5
4239,"Hsiao, M",4,1
8819,"Schiro, J",4,5
8811,"Schildmeijer, K",4,1
7049,"Niebauer, J",4,2
10110,"Trusko, B",4,1
2599,"Eisenmann, U",4,3
7116,"Nohr, C",4,3
7966,"Prowle, J",4,1
4231,"Howe, L",4,1
5220,"Koşaner, O",4,1
4223,"Hou, X",4,1
2493,"Dunstan, J",4,1
10070,"Tresoldi, D",4,1
2604,"Ekeland, A",4,1
4218,"Horváth, A",4,1
10095,"Tromp, M",4,1
10119,"Tsao, S",4,3
7042,"Nicolas, L",4,1
8767,"Scala, P",4,1
6994,"Neubauer, K",4,1
7943,"Princi, T",4,1
10128,"Tsirintani, M",4,3
3478,"Goldman, J",4,8
4316,"Höll, B",4,1
7173,"Nyulas, C",4,1
4583,"Johansen, T",4,2
4845,"Kattan, M",4,1
7700,"Pfeifer, F",4,1
2188,"Deleger, L",4,2
7701,"Pfeifer, N",4,1
4575,"Joe, R",4,2
4847,"Katz, F",4,3
7705,"Pfeiffer, W",4,2
7474,"Pareto, L",4,2
4878,"Keller, B",4,1
7463,"Pappas, C",4,6
2210,"Demsar, J",4,1
8983,"Sefion, I",4,1
2218,"Deng, Y",4,4
2222,"Denkinger, M",4,1
8975,"Seeberg, T",4,1
7386,"Pagonis, D",4,2
7379,"Paffenholz, R",4,1
4932,"Khruekarnchana, P",4,1
4510,"Jarrousse, E",4,1
2249,"Despont-Gros, C",4,1
4478,"James, B",4,1
2254,"Després, S",4,1
9129,"Shiferaw, K",4,2
4829,"Kastelein, A",4,1
2173,"Dehmeshki, J",4,1
9108,"Sharma, U",4,1
4732,"Kanatani, Y",4,1
2083,"Das, A",4,2
4744,"Kangas, M",4,1
4687,"Kakazu, M",4,1
4755,"Kanter, A",4,1
7588,"Pek, P",4,1
7564,"Pearson, C",4,1
7560,"Pearce, C",4,1
2120,"De Freitas, S",4,1
7544,"Paulus, U",4,2
7671,"Petersson, H",4,1
