,authors,citation_count,article_count
3755,"Günther, F",0,1
3752,"Gündodgu, C",0,1
3751,"Gülkesen, K",0,1
3743,"Gönen, H",0,1
3739,"Göbel, C",0,1
3737,"Góth, J",0,2
3736,"Górska, A",0,2
3735,"Gómez-Ádrian, J",0,1
3730,"Gérard, C",0,1
3703,"Gulbrandsen, P",0,1
3729,"Gyrard, A",0,1
3728,"Gylou, S",0,1
3727,"Gyldenkærne, C",0,1
3719,"Gustafsson, L",0,1
3716,"Gusinow, R",0,1
3714,"Gurel Koybasi, N",0,1
3713,"Gupta, V",0,1
3712,"Gupta, S",0,1
3710,"Guo, L",0,1
3708,"Gundler, C",0,2
3706,"Gundlack, J",0,2
3398,"Gillessen, C",0,1
3392,"Gil Rojas, J",0,1
2881,"Fiebig, M",0,1
3071,"Frischen, L",0,1
3068,"Friedrichs, M",0,1
3065,"Friede, T",0,1
3064,"Fried, R",0,1
3063,"Fridgeirsson, E",0,2
3062,"Frid, S",0,2
3058,"Frey, N",0,3
3054,"Freudlsperger, C",0,1
3052,"Frese, T",0,1
3051,"Freriks, G",0,2
3048,"Freitas, A",0,4
3045,"Frei, U",0,1
3044,"Frei, N",0,1
3043,"Freeman, C",0,1
3038,"Franz, S",0,1
3035,"Frantescu, A",0,1
3034,"Franklin, J",0,1
3033,"Franklin, G",0,2
3027,"Frank, E",0,1
3026,"Frank, D",0,1
3025,"Frank, A",0,1
3022,"Frandeş, M",0,1
3020,"Franconi, S",0,1
3019,"Franco-Contreras, J",0,2
3018,"Franco, M",0,1
3016,"Franchi, M",0,1
3069,"Frigas, A",0,2
3076,"Frohner, M",0,2
3127,"Félix, P",0,1
3077,"From, G",0,1
3125,"Fähndrich, J",0,1
3124,"Fyntanidou, V",0,1
3121,"Fuschi, D",0,1
3120,"Fusca, M",0,1
3119,"Fusani, M",0,1
3117,"Furukawa, T",0,3
3116,"Furukawa, H",0,1
3112,"Furnell, S",0,1
3107,"Funkat, G",0,3
3106,"Funk, P",0,1
3104,"Fukuju, Y",0,1
3103,"Fukui Innes, J",0,1
3100,"Fujita, K",0,1
3099,"Fujimoto, K",0,1
3098,"Fujii, A",0,1
3096,"Fuglerud, K",0,1
3093,"Fuenderich, M",0,1
3092,"Fuellen, G",0,1
3091,"Fuchs, J",0,1
3090,"Fuchs, H",0,1
3089,"Fuchs, C",0,3
3088,"Fuad, A",0,1
3081,"Fruhling, A",0,1
3080,"Fruchart, M",0,5
3078,"Fromm, M",0,1
3013,"France, M",0,1
3010,"Frame, J",0,1
3006,"Fox-Rushby, J",0,1
3005,"Fox, M",0,1
2943,"Fleitmann, M",0,2
2942,"Fleischhacker, M",0,1
2941,"Flatow, F",0,1
2940,"Flath, B",0,1
2938,"Flahive, M",0,1
2934,"Fitzsimons, M",0,1
2930,"Fister, K",0,1
2927,"Fischer, M",0,2
2926,"Fischer, H",0,1
2925,"Fischer, G",0,2
2922,"Fischer, A",0,1
2919,"Fiocchi, S",0,2
2915,"Finlay, D",0,1
2912,"Finkeissen, E",0,2
2911,"Fink, L",0,1
2910,"Fink, K",0,1
2907,"Findling, A",0,1
2905,"Filter, B",0,1
2902,"Filippidis, P",0,1
2901,"Filip, F",0,2
2899,"Filej, B",0,1
2898,"Filbert, A",0,2
2895,"Fijacko, N",0,1
2894,"Figueiredo, B",0,1
2888,"Fierz, W",0,1
2945,"Fleureng, L",0,1
2946,"Fliedner, T",0,1
2948,"Flierl, S",0,1
2971,"Forestier, E",0,1
3004,"Fovet, T",0,1
3002,"Fournier, L",0,1
3000,"Fournier, D",0,1
2995,"Fotos, N",0,2
2994,"Fotopoulos, S",0,1
2991,"Foster, M",0,1
2989,"Fossum, M",0,2
2987,"Fortmann, J",0,1
2978,"Forsgren, H",0,1
2975,"Fornasa, E",0,1
2972,"Forjan, M",0,1
2970,"Foresti, G",0,1
2949,"Flierman, I",0,1
2969,"Ford, E",0,1
2967,"Folli, F",0,1
2966,"Foglia, T",0,1
2965,"Fogelberg, M",0,1
2964,"Fogelberg, E",0,1
2962,"Fodor, J",0,1
2961,"Focsa, M",0,3
2959,"Flöel, A",0,1
2956,"Flory, A",0,1
2955,"Flormann, M",0,1
2954,"Flores, O",0,1
3126,"Félix, B",0,1
3128,"Félix-De Castro, A",0,1
3391,"Gijsberts, A",0,1
3325,"Georgios, S",0,1
3322,"Georgiev, B",0,1
3321,"Georgiadis, N",0,1
3319,"Georgescu, M",0,1
3318,"George, S",0,1
3316,"George, P",0,1
3315,"Georgakopoulos, S",0,1
3314,"Georgakis, A",0,1
3311,"Gentry, C",0,1
3309,"Gent, G",0,1
3307,"Genin, E",0,1
3306,"Geng, C",0,2
3302,"Gemke, P",0,1
3301,"Gelpí, J",0,1
3294,"Geis, N",0,1
3290,"Geib, J",0,1
3289,"Geib, D",0,2
3288,"Gehrmann, J",0,2
3287,"Gehanno, J",0,1
3284,"Geerts, B",0,1
3283,"Gebler, R",0,2
3282,"Gebhardt, T",0,1
3278,"Gazzero, E",0,1
3276,"Gayet, P",0,1
3269,"Gaunt, T",0,1
3266,"Gaudichon, V",0,1
3324,"Georgios, M",0,1
3330,"Gergely, M",0,1
3131,"Föllmer, B",0,1
3333,"Gerlach, J",0,5
3390,"Gijsbers, H",0,2
3388,"Giglio Md, R",0,1
3385,"Giese, I",0,2
3383,"Gierschner, L",0,1
3377,"Gibbons, F",0,1
3374,"Giatagatzidis, P",0,1
3372,"Giannios, G",0,1
3369,"Giannakou, L",0,1
3367,"Giannaki, M",0,1
3366,"Gianforcaro, R",0,1
3365,"Giacomino, K",0,1
3361,"Ghouchan Nezhad Noor Nia, R",0,2
3359,"Ghirardi, A",0,1
3357,"Ghedira, C",0,1
3356,"Ghazouani, F",0,1
3355,"Ghazani, M",0,1
3352,"Gharibi, G",0,1
3346,"Gfeller, S",0,1
3343,"Gewald, H",0,1
3340,"Gerth, S",0,2
3339,"Gerstenkorn, T",0,1
3338,"Gersch, M",0,1
3337,"Gersak, B",0,2
3335,German Hodgkin Study Group,0,1
3334,"Gerlach, M",0,1
3264,"Gaudes, R",0,1
3261,"Gatta, R",0,1
3260,"Gather, U",0,1
3257,"Gatenby, P",0,1
3175,"Galluzzi, T",0,2
3172,"Gallivan, S",0,1
3171,"Gallego, R",0,1
3170,"Gallagher, M",0,2
3167,"Galindo, C",0,1
3165,"Galego Dias, D",0,1
3162,"Gal-Nădăşan, E",0,1
3160,"Gal, K",0,2
3158,"Gaitan, S",0,1
3157,"Gaillard, V",0,1
3154,"Gagnon, P",0,1
3152,"Gagnayre, R",0,1
3151,"Gaffney, P",0,2
3150,"Gaete, E",0,1
3149,"Gaebler, A",0,1
3148,"Gaebel, J",0,1
3147,"Gadji, A",0,1
3146,"Gadea, C",0,1
3145,"Gadde, M",0,1
3142,"Gabin, J",0,1
3141,"Gabilondo, I",0,1
3139,"Gabel, F",0,1
3137,GMDS Presidential Commission for the Support of Young Scientists,0,1
3133,"Fürstenau, D",0,3
3132,"Fürschke, A",0,2
3177,"Galoyan, T",0,1
3180,"Galvin, M",0,1
3182,"Gambarte, L",0,1
3227,"García-García, F",0,1
3253,"Gasperina, P",0,1
3252,"Gaspar, A",0,1
3248,"Garssen, S",0,1
3245,"Garmann-Johnsen, N",0,1
3244,"Garjani, A",0,1
3242,"Garin-Michaud, A",0,1
3241,"Garin, H",0,2
3239,"Garibotto, V",0,1
3238,"Gariba, I",0,1
3232,"Garda, P",0,1
3229,"García-Pacheco, J",0,1
3217,"Garcia-Garcia, J",0,1
3188,"Ganascia, J",0,2
3214,"Garcia, M",0,1
3210,"Garcia Fernandez, L",0,1
3207,"Garber, L",0,1
3206,"Garbarino, L",0,1
3205,"Gao, F",0,1
3199,"Gansert, U",0,2
3198,"Ganser, I",0,1
3196,"Gansel, X",0,1
3195,"Ganiz, M",0,1
3191,"Ganesan, R",0,2
3190,"Gandon, Y",0,1
1905,"Corneliussen, H",0,1
1901,"Cordonnier, E",0,1
3871,"Hanseth, O",0,1
622,"Bartali, V",0,1
620,"Barrus, R",0,1
618,"Barro, S",0,10
616,"Barrett, J",0,1
615,"Baroz, F",0,1
614,"Baroni, G",0,1
613,"Barone, A",0,1
612,"Barnett, S",0,1
611,"Barnett, J",0,2
609,"Barmayoun, D",0,1
608,"Barman, S",0,1
605,"Barkhausen, J",0,2
604,"Barkhau, C",0,1
602,"Bari, M",0,1
600,"Bardi, E",0,1
599,"Barcza, J",0,1
597,"Barbé, K",0,1
593,"Barbera, F",0,1
591,"Barber, D",0,1
590,"Barber, B",0,2
588,"Barattieri Di San Pietro, C",0,1
587,"Baranyai-Santa, E",0,1
586,"Baranchook, I",0,1
585,"Baran, J",0,1
584,"Barak-Corren, Y",0,1
583,"Barahona, P",0,2
621,"Barry, C",0,1
623,"Barteit, S",0,1
688,"Bavendiek, U",0,1
628,"Barthuet, E",0,1
685,"Baur, M",0,1
684,"Baune, B",0,1
683,"Baumgärtel, D",0,1
682,"Baumgartner, M",0,1
681,"Baumgartl, J",0,1
680,"Baumberger, D",0,3
679,"Baumann, P",0,1
677,"Baum, L",0,1
672,"Bauer, M",0,2
668,"Baudot, A",0,1
667,"Baudoin, D",0,1
666,"Baudoin, C",0,1
665,"Baudiniere, N",0,1
662,"Bauch, M",0,1
661,"Bauberg, H",0,1
660,"Batzaki, S",0,1
656,"Battaglia, C",0,1
655,"Batista, A",0,1
650,"Batalov, A",0,1
649,"Basto, S",0,1
646,"Bastiao Silva, L",0,1
645,"Bastani, P",0,1
643,"Bassileiades, N",0,1
639,"Baskurt, A",0,1
629,"Bartoli, J",0,1
578,"Bannay, A",0,1
577,"Banks, P",0,1
574,"Banik, S",0,1
570,"Baneyx, A",0,1
501,"Badica, M",0,1
500,"Bader, M",0,1
499,"Baconnier, P",0,1
498,"Backlund, P",0,1
494,"Bacharakis, E",0,1
493,"Bacelar-Silva, G",0,1
491,"Baceanu, A",0,1
490,"Babus, V",0,1
489,"Babič, F",0,1
488,"Babić, A",0,1
486,"Babic, S",0,1
484,"Babaousmail, D",0,1
478,"Azkia, H",0,1
477,"Aziz, W",0,1
475,"Azevedo, F",0,1
470,"Ayumba, E",0,2
467,"Aymard, S",0,1
465,"Aydin Son, Y",0,1
461,"Awuklu, Y",0,1
460,"Avramidis, I",0,1
459,"Avram, C",0,1
456,"Avdagic, Z",0,2
454,"Avdagic, A",0,1
453,"Avagyan, A",0,1
452,"Auverlot, B",0,1
502,"Badr, J",0,1
503,"Badra, F",0,2
505,"Badwal, R",0,1
544,"Balea, G",0,1
569,"Bando, H",0,1
567,"Bance, F",0,1
565,"Banas, K",0,1
561,"Bamdeg, J",0,1
560,"Bambi, J",0,1
559,"Balázs, G",0,1
556,"Baltatzis, J",0,1
555,"Baltadjiev, D",0,1
552,"Ballester, B",0,2
549,"Balkányi, L",0,4
548,"Balke, D",0,1
540,"Balasubramanian, S",0,1
507,"Bae, Y",0,2
538,"Balaska, A",0,1
536,"Balabanis, I",0,1
532,"Bakkevoll, P",0,1
526,"Bakas, A",0,1
525,"Bak, M",0,1
520,"Bailey, D",0,2
516,"Bahrevar, Z",0,1
514,"Bagnis, C",0,1
513,"Bagheri, S",0,1
509,"Baevsky, R",0,1
508,"Baek, R",0,1
687,"Bautista-Llamas, M",0,1
689,"Baviera-Martineza, C",0,1
448,"Aust, B",0,1
870,"Bestazza, M",0,1
868,"Bess, A",0,1
867,"Besic, I",0,1
865,"Berze, D",0,1
863,"Bertone, S",0,5
862,"Bertoia, A",0,1
861,"Bertoglia, M",0,1
860,"Berti, A",0,1
859,"Berthelot, H",0,3
854,"Berry, D",0,2
852,"Berrani, S",0,1
851,"Berrami, H",0,1
842,"Bernauer, J",0,1
835,"Bernal, A",0,1
834,"Bernad, S",0,3
829,"Berlanga, A",0,1
827,"Berke, A",0,1
825,"Berinsky, H",0,1
822,"Bergstrøm, R",0,1
817,"Bergin, C",0,2
816,"Bergier, H",0,1
813,"Berger, S",0,1
812,"Berger, D",0,1
811,"Berger, C",0,1
810,"Bergelt, C",0,1
808,"Berg Egge, H",0,1
869,"Besson, R",0,1
871,"Betancort, C",0,1
690,"Bayat, M",0,1
873,"Betremieux, J",0,1
943,"Birchmeier, M",0,1
940,"Biondich, P",0,1
937,"Binder, M",0,1
935,"Bindels, P",0,1
933,"Bimpas, M",0,1
925,"Bilir, H",0,1
921,"Bilal, M",0,1
920,"Bilal, K",0,1
919,"Bikkanuri, M",0,1
918,"Bignens, S",0,1
917,"Biggs, B",0,1
915,"Bigeard, E",0,1
914,"Bigaki, M",0,1
910,"Bienzeisler, J",0,6
909,"Bieniek, S",0,1
908,"Bielecka-Dąbrowa, A",0,1
905,"Biber, C",0,1
898,"Bhardwaj, G",0,1
895,"Bez, K",0,1
894,"Beyssen, B",0,1
893,"Beyrer, K",0,1
891,"Beyer, S",0,2
890,"Beyer, M",0,2
886,"Bevolo, V",0,1
878,"Beume, D",0,2
807,"Berentzen, M",0,1
806,"Berens, T",0,1
801,"Berbenyuk, A",0,1
797,"Bentley, A",0,1
755,"Bellotti, B",0,1
753,"Bellika, G",0,1
752,"Bellet, J",0,1
749,"Bellafqira, R",0,2
746,"Belhadj, I",0,2
745,"Belbachir, H",0,1
744,"Belazzougui, D",0,1
741,"Bek, T",0,1
740,"Bejaoui, A",0,1
736,"Beinert, T",0,1
728,"Begerau, H",0,1
726,"Been, G",0,1
725,"Beelich, H",0,1
721,"Bedrick, S",0,1
718,"Bedossa, M",0,1
716,"Becue, M",0,1
715,"Becq, A",0,1
710,"Becker, A",0,2
709,"Beckedorf, I",0,1
708,"Beck, T",0,1
703,"Beccaria, A",0,1
699,"Bazzini, G",0,1
698,"Bazile, P",0,1
695,"Bayrak, G",0,1
692,"Bayegan, E",0,1
756,"Bellwood, P",0,1
758,"Belsis, P",0,1
760,"Beltrame, F",0,1
781,"Benefeldt, S",0,1
796,"Bental, D",0,1
795,"Benson, T",0,2
793,"Bensalah, K",0,1
792,"Bensahla, A",0,2
791,"Bensahla Talet, A",0,1
790,"Benos, P",0,1
789,"Benning, N",0,1
788,"Bennie, M",0,1
787,"Bennett, K",0,1
786,"Bennani Othmani, M",0,1
782,"Benichou, J",0,1
780,"Benedict, M",0,2
761,"Beltramin, D",0,1
778,"Bendersky, N",0,1
774,"Bender, C",0,2
773,"Bendavid, C",0,1
772,"Benchetrit, G",0,1
771,"Benbrahim, A",0,1
770,"Benavides, L",0,1
769,"Benard, M",0,1
768,"Benamouzig, R",0,1
767,"Ben Shahar, B",0,2
764,"Ben Othman, S",0,1
762,"Belyaev, M",0,1
451,"Autexier, S",0,1
447,"Aulicino, A",0,1
946,"Birghilescu, B",0,1
171,"Aldosari, B",0,1
164,"Albornoz, M",0,1
163,"Albiez, D",0,1
161,"Albert, F",0,1
159,"Albermann, M",0,1
158,"Albayrak, S",0,2
157,"Albayrak, E",0,1
156,"Albarran, R",0,1
155,"Alaşan, S",0,1
153,"Alangot, B",0,1
152,"Alanazi, I",0,1
151,"Alanazi, B",0,1
150,"Alanazi, A",0,1
149,"Alamo, S",0,1
147,"Alaicescu, M",0,1
146,"Alabdulla, M",0,1
143,"Al-Harbi, N",0,1
141,"Al Suwaidi, H",0,2
135,Aktin Research Group,0,2
134,"Akrivakis, C",0,1
133,"Akpinar, A",0,1
132,"Akova, M",0,1
131,"Akiyama, M",0,1
129,"Akindeinde, S",0,1
126,"Akematsu, Y",0,1
125,"Akel, M",0,1
166,"Albreht, T",0,1
172,"Alecci, M",0,1
216,"Almerares, A",0,1
173,"Alecu, C",0,1
213,"Almeida, F",0,1
212,"Almeida, B",0,1
210,"Alluri, S",0,1
209,"Allouche, R",0,1
206,"Allaërt, F",0,1
205,"Allam, N",0,1
203,"Alkureishi, M",0,1
201,"Alkarkoukly, S",0,2
200,"Alixe, A",0,1
199,"Aligon, J",0,1
198,"Alic, M",0,1
197,"Ali, Y",0,1
195,"Ali, A",0,1
194,"Ali Safari, M",0,1
192,"Alhijji, M",0,1
191,"Alhaskir, M",0,2
189,"Alfredsson, J",0,1
188,"Alexopoulos, D",0,1
187,"Alexandru, A",0,1
185,"Alexandrescu, P",0,1
183,"Alexander, J",0,1
179,"Aleman, B",0,2
177,"Alegria, J",0,1
176,"Alegre, F",0,2
175,"Alecu, S",0,3
124,"Akbari, H",0,1
122,"Akan, H",0,1
121,"Akan, E",0,1
118,"Aizpurua, M",0,1
53,"Achara, S",0,1
52,"Acha, B",0,1
46,"Abu Attieh, H",0,1
45,"Absetz, P",0,1
44,"Abril, E",0,1
42,"Abrardo, A",0,1
41,"Abrantes, D",0,1
40,"Abovarda, A",0,1
35,"Abla, J",0,1
33,"Abi Khalil, C",0,2
32,"Abhari, S",0,1
31,"Abelha, A",0,1
29,"Abdykalykova, Z",0,1
27,"Abdulnazar, A",0,3
25,"Abdi, M",0,1
21,"Abdeddaïm, S",0,1
20,"Abdaoui, A",0,1
18,"Abbassian, H",0,1
17,"Abbasi, S",0,3
13,"Aazami, M",0,1
9,"Aarnio, P",0,2
8,"Aarnio, M",0,1
6,"Aalto, H",0,5
4,"Aakenes Vik, K",0,1
2,AKTIN and SPoCK Research Group,0,1
55,"Achterberg, J",0,1
60,"Adam, C",0,1
64,"Adapa, K",0,1
88,"Agus, M",0,2
117,"Aittola, K",0,1
110,"Ai, M",0,1
109,"Ahtola, A",0,1
108,"Ahrndt, S",0,1
107,"Ahrens, W",0,1
104,"Ahn, E",0,1
103,"Ahmed, N",0,1
100,"Ahmadi, N",0,1
99,"Ahmad, B",0,2
96,"Ahlin, K",0,3
93,"Ahles, P",0,1
86,"Aguilar, C",0,1
65,"Adedeji, T",0,1
82,"Agnoletti, V",0,1
81,"Aghaei, S",0,1
79,"Aggeli, A",0,1
77,"Afteni, V",0,1
76,"Aftab, H",0,1
75,"Afandiev, R",0,1
74,"Aeschimann, J",0,1
72,"Aernout, E",0,1
71,"Aegerter, P",0,1
70,"Ae de Beijer, I",0,1
69,"Adnan, M",0,1
215,"Almeida, T",0,1
219,"Alobid, S",0,1
446,"Aukee, P",0,1
386,"Armes, J",0,1
384,"Armellin, M",0,1
382,"Armagnague Thivant, C",0,1
379,"Arjunan, S",0,1
375,"Arias, C",0,1
372,"Argibay, O",0,1
371,"Arezza, A",0,1
370,"Arends, B",0,1
369,"Areeruk, N",0,1
368,"Ardon, M",0,1
366,"Ardalan, S",0,1
365,"Archer, E",0,1
364,"Arcangeli, L",0,1
363,"Arbustini, E",0,1
362,"Arbous, S",0,1
357,"Aradóttir, T",0,1
353,"Apostol, D",0,1
352,"Apfelbacher, T",0,3
351,"Aouina, O",0,2
350,"Anywar, M",0,3
345,"Antonsson, J",0,1
343,"Antonov, K",0,1
342,"Antoniou, Z",0,2
341,"Antoniou, P",0,1
340,"Antonioli, D",0,1
339,"Antonakis, N",0,1
385,"Armengol De La Hoz, M",0,1
388,"Armstrong, C",0,1
221,"Alonso, A",0,3
390,"Arnaud, P",0,1
445,"Augustinová, R",0,1
440,"Auchter, S",0,2
439,"Atzori, M",0,2
438,"Atzeni, M",0,1
435,"Atkins, S",0,1
431,"Athanasiou, A",0,1
430,"Atay, H",0,1
429,"Atanaskovic, S",0,1
426,"Astanin, P",0,2
424,"Asselain, B",0,1
422,"Aspevall, O",0,2
421,"Asp, L",0,1
418,"Asin, J",0,1
417,"Asim, M",0,1
416,"Asilkan, O",0,1
415,"Asikainen, P",0,1
414,"Ashworth, M",0,1
412,"Ashgzari, M",0,1
410,"Asfar, P",0,1
409,"Aschermann, M",0,1
407,"Arzehgar, A",0,1
397,"Arshad, K",0,1
394,"Arnold, M",0,1
392,"Arnet, P",0,1
391,"Arnedos Lopez, S",0,1
338,"Anton, G",0,1
336,"Antoine, E",0,1
335,"Antohe, M",0,1
334,"Anthony, D",0,1
271,"Anagnostou, D",0,1
270,"Anagnostopoulos, S",0,2
269,"Anagnostaki, A",0,1
263,"Ammon, D",0,1
260,"Ammann, A",0,1
258,"Amirov, A",0,1
257,"Amirahmadi, A",0,1
253,"Ameijeiras-Rodriguez, C",0,1
251,"Ambrosiadou, V",0,2
249,"Ambit, H",0,1
248,"Amaya-Rodriguez, I",0,1
247,"Amaro, M",0,1
246,"Amariei, A",0,1
243,"Amad, A",0,1
242,"Alzubaidi, M",0,3
240,"Alves, V",0,1
239,"Alves, P",0,1
238,"Alves, J",0,2
235,"Alvarez, E",0,1
232,"Altman, J",0,1
231,"Althobaiti, S",0,1
230,"Alte, D",0,1
229,"Alt, B",0,1
228,"Alsulami, S",0,1
225,"Alsarkhi, A",0,1
272,"Anagnostou, V",0,2
274,"Ananthakrishnan, A",0,1
275,"Anastasiades, S",0,1
307,"Andrenucci, A",0,1
333,"Antenucci, L",0,1
332,"Antaraki, A",0,1
331,"Anstrom, K",0,1
326,"Ankolekar, A",0,1
325,"Anke, A",0,1
324,"Angulo Fernández, C",0,1
320,"Anger, Z",0,1
317,"Angel, M",0,1
315,"Andronikou, V",0,1
312,"Andries, C",0,2
311,"Andria, F",0,1
305,"Andreatta, D",0,1
277,"Anastassiou, G",0,1
303,"Andreas, M",0,1
302,"Andreadis, K",0,1
300,"Andras, P",0,1
294,"Anderson, C",0,1
293,"Andersen-Ranberg, K",0,1
287,"Andersen, K",0,1
286,"Andersen, H",0,1
283,"Anders, C",0,1
282,"Andany, J",0,1
281,"Ancuşa, V",0,1
280,"Ancusa, V",0,1
944,"Bird, J",0,1
947,"Birkle, M",0,1
1900,"Cordero, L",0,1
1628,"Cesario, A",0,1
1625,"Cerroblanco, J",0,1
1624,"Cerritos, A",0,1
1620,"Cerkvenik, G",0,2
1616,"Celik, C",0,3
1615,"Celebi, R",0,1
1611,"Cecchi, A",0,1
1610,"Cecchetti, G",0,1
1609,"Cawsey, A",0,1
1606,"Cavedon, L",0,1
1605,"Cavazzina, A",0,1
1601,"Cavalca, G",0,2
1600,"Cavaco, A",0,2
1597,"Cattin, P",0,1
1596,"Cato, K",0,3
1595,"Catley, C",0,1
1594,"Cataudella, S",0,1
1591,"Cataldi, M",0,1
1590,"Castro, J",0,1
1589,"Castro, A",0,1
1585,"Castiglione, R",0,1
1584,"Castellino, G",0,1
1583,"Castellimi, C",0,1
1581,"Castellanos, I",0,1
1580,"Castaño, J",0,1
1579,"Cassoni-Schoellhammer, N",0,1
1626,"Cervero Beltran, L",0,2
1630,"Cha, W",0,3
1683,"Chatzikonstantinou, T",0,2
1632,"Chabert, E",0,1
1681,"Chatzichrisafis, N",0,1
1675,"Chaste, P",0,1
1674,"Chasseur, M",0,1
1670,"Charlier, P",0,1
1667,"Charissis, G",0,1
1666,"Charin, I",0,1
1665,"Charguia, N",0,1
1663,"Charalambous, E",0,1
1660,"Chaplinskaya-Sobol, I",0,1
1659,"Chaperon, J",0,1
1657,"Chansard, P",0,1
1654,"Chang, H",0,3
1653,"Chang, E",0,1
1650,"Chandramouli, B",0,1
1649,"Chandra, G",0,1
1645,"Chambaz, A",0,1
1644,"Chamala, S",0,1
1643,"Chaltikyan, G",0,2
1642,"Chalder, T",0,1
1640,"Chakkour, F",0,1
1639,"Chailloleau, C",0,1
1638,"Chaib Draa, I",0,1
1637,"Chahal, A",0,1
1636,"Chadwick, G",0,1
1635,"Chachere, D",0,1
1577,"Cassidy, S",0,1
1574,"Casolino, D",0,1
1572,"Casimir-Ahn, H",0,1
1568,"Cascone, F",0,1
1504,"Caneva Soumetz, F",0,1
1501,"Canciu, I",0,1
1499,"Camus, H",0,1
1496,"Campillos-Llanos, L",0,1
1493,"Campi, D",0,2
1492,"Campeotto, F",0,2
1490,"Campbell, C",0,1
1489,"Campari, F",0,1
1486,"Camara, G",0,1
1484,"Calıkoğlu, T",0,1
1480,"Caltagirone, C",0,1
1479,"Calmy, A",0,1
1478,"Calligaro, F",0,1
1473,"Calisti, M",0,1
1471,"Caliesch, R",0,1
1469,"Calegari, L",0,1
1468,"Caldeira, L",0,2
1465,"Calamo, A",0,1
1462,"Cairns, D",0,1
1460,"Cai, M",0,1
1459,"Cagiltay, K",0,1
1457,"Caffarel, J",0,1
1455,"Cadman, J",0,2
1454,"Cadavid, H",0,2
1451,"Cabornero, G",0,1
1505,"Caneva, F",0,1
1507,"Canning, C",0,1
1510,"Cantora, A",0,1
1537,"Cardoso, R",0,1
1567,"Casazza, E",0,1
1559,"Carroll, T",0,1
1558,"Carricajo, A",0,1
1556,"Carrani, E",0,1
1555,"Carrajo, L",0,1
1553,"Carr, A",0,1
1551,"Carpeggiani, C",0,1
1545,"Carli, T",0,1
1543,"Carle, F",0,1
1540,"Carette, M",0,1
1538,"Cardoso, S",0,1
1536,"Cardoso, P",0,1
1512,"Canzoniero, J",0,2
1535,"Cardoso, J",0,1
1534,"Cardone, M",0,1
1533,"Cardon, R",0,1
1531,"Carceller, H",0,1
1529,"Caraballo, P",0,1
1527,"Capurso, L",0,1
1526,"Caprino, M",0,1
1525,"Cappon, G",0,1
1520,"Capodaglio, E",0,1
1519,"Capllonch-Carrión, A",0,1
1515,"Caparrós-Redondo, M",0,1
1682,"Chatzidimitriou, A",0,2
1685,"Chatzimallis, C",0,1
1448,"Cabalero, I",0,1
1849,"Cobb, N",0,1
1844,"Clevert, D",0,1
1843,"Cleva, E",0,1
1842,"Clerc, P",0,1
1840,"Clemente, C",0,1
1837,"Clavier, T",0,1
1829,"Clarenne, J",0,1
1823,"Clade, T",0,1
1822,"Ciulu, M",0,1
1821,"Ciuca, I",0,2
1820,"Ciubota, I",0,1
1819,"Citoler, A",0,1
1818,"Cisse, F",0,1
1815,"Ciocârlie, H",0,1
1813,"Cioara, E",0,1
1810,"Cimino, C",0,1
1809,"Cillessen, F",0,4
1808,"Cilar, L",0,1
1807,"Cifarelli, D",0,1
1806,"Ciesiūnienė, A",0,1
1801,"Chéhelat, O",0,1
1800,"Chytas, A",0,4
1797,"Churm, J",0,4
1794,"Chumachenko, D",0,1
1789,"Christoforidou, A",0,1
1788,"Christodoulou, M",0,2
1847,"Cléran, L",0,1
1850,"Cobelli, F",0,1
1686,"Chatzimichael, A",0,1
1852,"Cocei, H",0,1
1899,"Corbo, M",0,1
1896,"Corbella, F",0,1
1895,"Coorevits, P",0,1
1894,"Cooper, P",0,1
1893,"Cools, W",0,1
1890,"Constantinou, I",0,1
1889,"Constantinescu, S",0,1
1887,"Console, D",0,1
1886,"Cong, C",0,1
1884,"Conceição, L",0,2
1883,"Conceição, G",0,1
1881,"Compton, T",0,1
1879,"Comac, P",0,1
1877,"Colreavy, P",0,1
1876,"Colpaert, K",0,1
1871,"Collier, N",0,1
1870,"Colina, C",0,1
1869,"Coletta, C",0,1
1867,"Coldewey, B",0,5
1865,"Coimbra, M",0,1
1863,"Cohen, T",0,1
1861,"Cohen, P",0,1
1859,"Cohen, K",0,1
1857,"Cohen, E",0,1
1853,"Cockett, K",0,1
1787,"Christodoulou, J",0,1
1786,"Christmann, L",0,1
1785,"Christie, S",0,1
1782,"Christensen, H",0,1
1738,"Chimphoklang, S",0,1
1736,"Child, C",0,1
1735,"Chiladakis, I",0,1
1733,"Chie, E",0,1
1732,"Chida, K",0,2
1731,"Chichester, C",0,1
1729,"Chiba, F",0,1
1726,"Chiao, Y",0,1
1723,"Chevrier, R",0,1
1721,"Chertan, V",0,1
1720,"Cherrak, I",0,1
1719,"Cherqaoui, Z",0,1
1715,"Cheng, N",0,1
1714,"Cheng, L",0,1
1713,"Cheng, K",0,1
1712,"Cheng, C",0,1
1708,"Chen, W",0,1
1704,"Chen, J",0,1
1700,"Chen, A",0,1
1699,"Chemin, Y",0,1
1698,"Chelsom, J",0,1
1697,"Chelozzi, L",0,1
1690,"Chauhan, V",0,1
1688,"Chatzopoulos, E",0,1
1687,"Chatzimina, M",0,1
1739,"Chin, P",0,1
1740,"Chinali, M",0,1
1742,"Chintiroglou, M",0,1
